ImageNumber,ObjectNumber,BaseFile,Prediction,EM_Score
9,112,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9992287541787379
9,114,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.08632103500337894
10,2,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9996445456465202
10,3,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.032155547638474134
10,4,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.018585050337380126
10,7,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9980003831273901
10,9,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.8948788288678141
10,10,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.17907579647127322
10,12,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.015211821272023883
10,13,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.537153261934854
10,16,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.08443251893421688
10,19,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.1392985745956856
10,21,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.04849112851872626
10,23,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.0221417716911416
10,24,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.010203234741253491
10,25,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.39075716678622147
10,26,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.00825273365608488
10,27,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.7219544455803393
10,28,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.10059035700541702
10,29,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.05823779554588393
10,30,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.041885551058020214
10,31,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.20185270122033522
10,32,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.07028145801991285
10,33,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.44607759437021577
10,35,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.0023540204128957723
10,36,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9239199933823509
10,37,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.011862580805844717
10,38,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.01721074663325121
10,39,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.1543814275402306
10,40,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.2032512753546559
10,41,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.029842306603923556
10,43,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.00888570536115243
10,44,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.008954195939053841
10,46,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9198009044298118
10,47,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.0017067724193451114
10,49,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9917776307131313
10,50,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.17833607396881837
10,53,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.8059357055291295
10,54,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.015056136873726334
10,55,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9999073174658936
10,58,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.30115781132883007
10,59,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.11240792329965536
10,60,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.009459975136489388
10,61,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.004467207178693914
10,62,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9677617078457177
10,63,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.0061001359507983095
10,64,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.02960274668588659
10,65,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.31462187215218024
10,66,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.340311431385702
10,67,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.07353582172292097
10,68,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9998784736272109
10,69,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.8546804913051511
10,70,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.039948368357942736
10,71,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9745857461611791
10,75,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.01045104500221607
10,76,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.38186413165101096
10,78,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.012866014242928256
10,79,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.22405477505548224
10,80,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9460850230506906
10,82,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.006097907348331016
10,83,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.181214675486433
10,86,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.06551730043118567
10,88,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.036434908241800325
10,90,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.001234388114933885
10,94,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9935500335262396
10,95,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.3695496862080836
10,96,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.047857808507874494
10,97,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.2505400040045619
10,99,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.10799314358639533
11,1,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.060865187134042556
11,2,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.10476675220888353
11,3,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.012951461522631635
11,4,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.8796381617759998
11,5,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.5849348576174677
11,7,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9994369779192103
11,8,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9999999556211756
11,10,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.15914482140543645
11,12,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.13381388647559384
11,13,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.995702181877639
11,14,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.1485624274218961
11,15,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.4156606918692768
11,16,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.1150859506757707
11,17,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.028146610221071573
11,18,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.23467813172841662
11,23,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.0019393262793799835
11,24,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.1803504815985393
11,25,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.019567647505171162
11,28,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.07370900480434704
11,29,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9979072472815105
11,30,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.07781210465337093
11,31,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.025858297597196607
11,33,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.04979594809621166
11,34,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.6984308240123503
11,36,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.03519958819032134
11,37,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.010530991278543697
11,39,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.46188796325338516
11,40,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9826216919426053
11,41,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9994841931705294
11,44,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.04537834832800137
11,46,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.1436041704376852
11,48,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.40659334685065135
11,49,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.12717175892960986
11,50,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.3288170635604239
11,52,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.8826237615363793
11,53,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9999984363397939
11,57,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.9997773629509766
11,60,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.08004032518972455
11,61,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.012298798249126868
11,62,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.00614909177528728
11,63,MyExpt_FilteredCells_with_Cell_Quality_annotation,E,0.07720098090067996
11,64,MyExpt_FilteredCells_with_Cell_Quality_annotation,M,0.5495802872571418
